inventory_id,city_id,city,item_id,item_name,size,volume,vendor_number,vendor_name
17_1001,17,FURNESS,1001,"Baileys 50mL 4 Pack","50mL 4 Pk",50,3960.00,"DIAGEO NORTH AMERICA INC"
17_10058,17,FURNESS,10058,"F Coppola Dmd Ivry Cab Svgn",750mL,750,2000.00,"SOUTHERN WINE & SPIRITS NE"
17_1023,17,FURNESS,1023,"Hennessy VSOP Cognac + 50mL",750mL,750,8112.00,"MOET HENNESSY USA INC"
17_1024,17,FURNESS,1024,"Hennessey VS +VSOP 50mL",750mL,750,8112.00,"MOET HENNESSY USA INC"
17_10266,17,FURNESS,10266,"Klinker Brick Old Vine Znfdl",750mL,750,9552.00,"M S WALKER INC"
17_10296,17,FURNESS,10296,"Alamos Slcn Malbec Mendoza",750mL,750,3252.00,"E & J GALLO WINERY"
17_10298,17,FURNESS,10298,"Alamos Torrontes",750mL,750,3252.00,"E & J GALLO WINERY"
17_10420,17,FURNESS,10420,"Barefoot Moscato Cal",750mL,750,3252.00,"E & J GALLO WINERY"
17_10421,17,FURNESS,10421,"Barefoot Moscato Cal",1.5L,1500,3252.00,"E & J GALLO WINERY"
17_10472,17,FURNESS,10472,"Clos du Bois Pnt Nr Cal",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_1060,17,FURNESS,1060,"Jack Daniels Bruins Glass Pk",Liter,1000,1128.00,"BROWN-FORMAN CORP"
17_1064,17,FURNESS,1064,"Jack Daniels Honey + Glass",750mL,750,1128.00,"BROWN-FORMAN CORP"
17_10723,17,FURNESS,10723,"R M Woodbridge Chard",1.5L,1500,1392.00,"CONSTELLATION BRANDS INC"
17_10727,17,FURNESS,10727,"Starborough Svgn Bl Marlboro",750mL,750,3252.00,"E & J GALLO WINERY"
17_10957,17,FURNESS,10957,"Seaglass Svgn Bl Snt Barbara",750mL,750,8892.00,"TRINCHERO FAMILY ESTATES"
17_11067,17,FURNESS,11067,"Sterling Chard",750mL,750,1590.00,"DIAGEO CHATEAU ESTATE WINES"
17_11141,17,FURNESS,11141,"C K Mondavi Chard",1.5L,1500,2000.00,"SOUTHERN WINE & SPIRITS NE"
17_11213,17,FURNESS,11213,"Meiomi Pnt Nr",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_11414,17,FURNESS,11414,"Beringer Classic Moscato",750mL,750,9819.00,"TREASURY WINE ESTATES"
17_11440,17,FURNESS,11440,"Peter Vella Sangria B/B",5L,5000,3252.00,"E & J GALLO WINERY"
17_11957,17,FURNESS,11957,"Souverain Cab Svgn N Cst",750mL,750,3252.00,"E & J GALLO WINERY"
17_11970,17,FURNESS,11970,"Zaccagnini Montepulciano Rsv",750mL,750,2000.00,"SOUTHERN WINE & SPIRITS NE"
17_12123,17,FURNESS,12123,"Barefoot Cellars Rsl",750mL,750,3252.00,"E & J GALLO WINERY"
17_12147,17,FURNESS,12147,"Sterling Vintners CA Meritag",750mL,750,1590.00,"DIAGEO CHATEAU ESTATE WINES"
17_12154,17,FURNESS,12154,"Cousino Macul RSV Cab Svgn",750mL,750,9552.00,"M S WALKER INC"
17_1220,17,FURNESS,1220,"Woodford Reserve Bourbon",750mL,750,1128.00,"BROWN-FORMAN CORP"
17_12213,17,FURNESS,12213,"Evodia Garnacha Old Vine",750mL,750,9552.00,"M S WALKER INC"
17_12216,17,FURNESS,12216,"Da Vinci Pnt Grigio",750mL,750,3252.00,"E & J GALLO WINERY"
17_12220,17,FURNESS,12220,"Angeline Pnt Nr",750mL,750,9552.00,"M S WALKER INC"
17_1231,17,FURNESS,1231,"Jack Daniels No 7 Black",375mL,375,1128.00,"BROWN-FORMAN CORP"
17_1232,17,FURNESS,1232,"Jack Daniels No 7 Black",750mL,750,1128.00,"BROWN-FORMAN CORP"
17_1233,17,FURNESS,1233,"Jack Daniels No 7 Black",1.75L,1750,1128.00,"BROWN-FORMAN CORP"
17_1237,17,FURNESS,1237,"Jack Daniels Single Barrel",750mL,750,1128.00,"BROWN-FORMAN CORP"
17_1239,17,FURNESS,1239,"Booker's Bourbon",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_1244,17,FURNESS,1244,"Jack Daniels Winter Jack",750mL,750,1128.00,"BROWN-FORMAN CORP"
17_12473,17,FURNESS,12473,"Ch Beauchene CDR White RSV",750mL,750,10754.00,"PERFECTA WINES"
17_1258,17,FURNESS,1258,"Jim Beam Black",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_12586,17,FURNESS,12586,"C Y Toro Frontera Malbec",1.5L,1500,516.00,"BANFI PRODUCTS CORP"
17_1261,17,FURNESS,1261,"Jim Beam Kentucky Fire",50mL,50,12546.00,"JIM BEAM BRANDS COMPANY"
17_1273,17,FURNESS,1273,"Jim Beam Choice",1.75L,1750,12546.00,"JIM BEAM BRANDS COMPANY"
17_12747,17,FURNESS,12747,"Barefoot Cellars Pnt Nr",750mL,750,3252.00,"E & J GALLO WINERY"
17_12771,17,FURNESS,12771,"Joel Gott Cab Svgn 815",750mL,750,8892.00,"TRINCHERO FAMILY ESTATES"
17_1278,17,FURNESS,1278,"Jim Beam Black",1.75L,1750,12546.00,"JIM BEAM BRANDS COMPANY"
17_13144,17,FURNESS,13144,"Korbel Brut Rose",750mL,750,1128.00,"BROWN-FORMAN CORP"
17_13163,17,FURNESS,13163,"Barefoot Bubbly Moscato",750mL,750,3252.00,"E & J GALLO WINERY"
17_1323,17,FURNESS,1323,"Early Times",1.75L,1750,1128.00,"BROWN-FORMAN CORP"
17_13278,17,FURNESS,13278,"Sonoma-Cutrer Pnt Nr",750mL,750,1128.00,"BROWN-FORMAN CORP"
17_1336,17,FURNESS,1336,"Gr Marnier Cordon Rouge VAP",750mL,750,8112.00,"MOET HENNESSY USA INC"
17_1345,17,FURNESS,1345,"Basil Hayden Bourbon",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_1346,17,FURNESS,1346,"Knob Creek Bourbon",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_1348,17,FURNESS,1348,"Knob Creek Bourbon",375mL,375,12546.00,"JIM BEAM BRANDS COMPANY"
17_1358,17,FURNESS,1358,"Knob Creek Bourbon",1.75L,1750,12546.00,"JIM BEAM BRANDS COMPANY"
17_1359,17,FURNESS,1359,"Knob Creek Rye",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_1365,17,FURNESS,1365,"Stoli Mini Bar 5/50mLs Pack","50mL 5 Pk",50,8664.00,"STOLI GROUP,(USA) LLC"
17_13708,17,FURNESS,13708,"Bota Box Cab Svgn",3L,3000,2242.00,"DELICATO VINEYARDS INC"
17_1373,17,FURNESS,1373,"Jim Beam Honey",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_1375,17,FURNESS,1375,"Jim Beam",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_1376,17,FURNESS,1376,"Jim Beam",1.75L,1750,12546.00,"JIM BEAM BRANDS COMPANY"
17_1378,17,FURNESS,1378,"Jim Beam",375mL,375,12546.00,"JIM BEAM BRANDS COMPANY"
17_1379,17,FURNESS,1379,"Jim Beam Traveler",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_1380,17,FURNESS,1380,"Bulleit 95 Rye",1.75L,1750,3960.00,"DIAGEO NORTH AMERICA INC"
17_1382,17,FURNESS,1382,"Makers 46",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_13836,17,FURNESS,13836,"R Mondavi Private Sel Pnt Nr",1.5L,1500,1392.00,"CONSTELLATION BRANDS INC"
17_1384,17,FURNESS,1384,"Bulleit 95 Rye",750mL,750,3960.00,"DIAGEO NORTH AMERICA INC"
17_1385,17,FURNESS,1385,"Makers Mark",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_1386,17,FURNESS,1386,"George Dickel No 8 Bourbon",750mL,750,3960.00,"DIAGEO NORTH AMERICA INC"
17_1388,17,FURNESS,1388,"Red Stag by Jim Beam",1.75L,1750,12546.00,"JIM BEAM BRANDS COMPANY"
17_1389,17,FURNESS,1389,"Makers Mark",50mL,50,12546.00,"JIM BEAM BRANDS COMPANY"
17_1394,17,FURNESS,1394,"Makers Mark",375mL,375,12546.00,"JIM BEAM BRANDS COMPANY"
17_13940,17,FURNESS,13940,"Black Box Malbec",3L,3000,1392.00,"CONSTELLATION BRANDS INC"
17_1395,17,FURNESS,1395,"Old Crow",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_1396,17,FURNESS,1396,"Old Crow",1.75L,1750,12546.00,"JIM BEAM BRANDS COMPANY"
17_1397,17,FURNESS,1397,"Jim Beam Kentucky Fire",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_14006,17,FURNESS,14006,"Apothic Winemakers Red Blend",750mL,750,3252.00,"E & J GALLO WINERY"
17_14078,17,FURNESS,14078,"Bota Box Malbec",3L,3000,2242.00,"DELICATO VINEYARDS INC"
17_1415,17,FURNESS,1415,"Old Grand Dad",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_1424,17,FURNESS,1424,"Bulleit Bourbon",375mL,375,3960.00,"DIAGEO NORTH AMERICA INC"
17_14439,17,FURNESS,14439,"Barefoot Sweet Red",750mL,750,3252.00,"E & J GALLO WINERY"
17_14622,17,FURNESS,14622,"La Marca Prosecco",750mL,750,3252.00,"E & J GALLO WINERY"
17_1465,17,FURNESS,1465,"Woodford Rsv Bourbon",375mL,375,1128.00,"BROWN-FORMAN CORP"
17_1468,17,FURNESS,1468,"Knob Creek Single Barrel Rsv",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_1474,17,FURNESS,1474,"George Dickel #12 Sour Mash",750mL,750,3960.00,"DIAGEO NORTH AMERICA INC"
17_1476,17,FURNESS,1476,"Jim Beam Traveler",1.75L,1750,12546.00,"JIM BEAM BRANDS COMPANY"
17_15105,17,FURNESS,15105,"Kendall Jackson Avant Chard",750mL,750,10000.00,"MAJESTIC FINE WINES"
17_1520,17,FURNESS,1520,"Pinnacle Vodka Cane 4/50mls","50mL 4 Pk",50,12546.00,"JIM BEAM BRANDS COMPANY"
17_15229,17,FURNESS,15229,"The Prisoner Red Napa Valley",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_1545,17,FURNESS,1545,"Gentleman Jack",750mL,750,1128.00,"BROWN-FORMAN CORP"
17_1550,17,FURNESS,1550,"Jack Daniels Tennessee Fire",100mL,100,1128.00,"BROWN-FORMAN CORP"
17_15892,17,FURNESS,15892,"Red Guitar Sangria",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_1623,17,FURNESS,1623,"Bulleit 95 Rye",375mL,375,3960.00,"DIAGEO NORTH AMERICA INC"
17_16260,17,FURNESS,16260,"The Dreaming Tree Cab Svgn",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_16262,17,FURNESS,16262,"The Dreaming Tree Crush Red",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_16289,17,FURNESS,16289,"Barefoot Bubbly Pink Moscato",750mL,750,3252.00,"E & J GALLO WINERY"
17_16326,17,FURNESS,16326,"Black Box Cab Svgn",500mL,500,1392.00,"CONSTELLATION BRANDS INC"
17_16328,17,FURNESS,16328,"Black Box Chard",500mL,500,1392.00,"CONSTELLATION BRANDS INC"
17_1663,17,FURNESS,1663,"Jim Beam Maple",50mL,50,12546.00,"JIM BEAM BRANDS COMPANY"
17_16669,17,FURNESS,16669,"Sweet Baby Vyds Blueberry",750mL,750,90056.00,"SWEET BABY VINEYARD"
17_16806,17,FURNESS,16806,"Apothic Winemakers White",750mL,750,3252.00,"E & J GALLO WINERY"
17_16837,17,FURNESS,16837,"Beringer Classic Pink Moscat",750mL,750,9819.00,"TREASURY WINE ESTATES"
17_16843,17,FURNESS,16843,"Barefoot Cellars Red Moscato",750mL,750,3252.00,"E & J GALLO WINERY"
17_171,17,FURNESS,171,"Gentleman Jack",1.75L,1750,1128.00,"BROWN-FORMAN CORP"
17_17175,17,FURNESS,17175,"Beringer Classic Cab Svgn",1.5L,1500,9819.00,"TREASURY WINE ESTATES"
17_17176,17,FURNESS,17176,"Beringer Classic Chard",1.5L,1500,9819.00,"TREASURY WINE ESTATES"
17_17177,17,FURNESS,17177,"Beringer Classic Merlot",1.5L,1500,9819.00,"TREASURY WINE ESTATES"
17_1737,17,FURNESS,1737,"Makers Mark",1.75L,1750,12546.00,"JIM BEAM BRANDS COMPANY"
17_1770,17,FURNESS,1770,"Jack Daniels Tennessee Fire",1.75L,1750,1128.00,"BROWN-FORMAN CORP"
17_1771,17,FURNESS,1771,"Jack Daniels Tennessee Fire",50mL,50,1128.00,"BROWN-FORMAN CORP"
17_17748,17,FURNESS,17748,"Black Box Pnt Grigio",500mL,500,1392.00,"CONSTELLATION BRANDS INC"
17_17814,17,FURNESS,17814,"Ruffino Chianti Clsc Rsv Gld",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_17865,17,FURNESS,17865,"Ch St Jean Pnt Nr",750mL,750,9819.00,"TREASURY WINE ESTATES"
17_1789,17,FURNESS,1789,"Jack Daniels Tennesse Fire",750mL,750,1128.00,"BROWN-FORMAN CORP"
17_17967,17,FURNESS,17967,"Banfi Principessa Gavia Gav",750mL,750,516.00,"BANFI PRODUCTS CORP"
17_18027,17,FURNESS,18027,"Banfi Rosa Regale",750mL,750,516.00,"BANFI PRODUCTS CORP"
17_18152,17,FURNESS,18152,"Banfi Centine Mntcln Tscna",750mL,750,516.00,"BANFI PRODUCTS CORP"
17_18347,17,FURNESS,18347,"Banfi Pnt Grigio San Angelo",750mL,750,516.00,"BANFI PRODUCTS CORP"
17_1868,17,FURNESS,1868,"Lagavulin Single Malt 16-Yr",750mL,750,3960.00,"DIAGEO NORTH AMERICA INC"
17_1869,17,FURNESS,1869,"Oban 14-Yr Single Malt",750mL,750,3960.00,"DIAGEO NORTH AMERICA INC"
17_18812,17,FURNESS,18812,"Sweet Baby Vyds Strawberry",750mL,750,90056.00,"SWEET BABY VINEYARD"
17_18817,17,FURNESS,18817,"The Dreaming Tree Everyday",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_1883,17,FURNESS,1883,"Seagrams 7 Crown",1.75L,1750,3960.00,"DIAGEO NORTH AMERICA INC"
17_18856,17,FURNESS,18856,"Barefoot Refresh Sweet White",750mL,750,3252.00,"E & J GALLO WINERY"
17_18857,17,FURNESS,18857,"Barefoot Refresh Crisp White",750mL,750,3252.00,"E & J GALLO WINERY"
17_1886,17,FURNESS,1886,"Seagrams 7 Crown",750mL,750,3960.00,"DIAGEO NORTH AMERICA INC"
17_18860,17,FURNESS,18860,"Barefoot Refresh Summer Red",750mL,750,3252.00,"E & J GALLO WINERY"
17_18893,17,FURNESS,18893,"19 Crimes Red",750mL,750,9819.00,"TREASURY WINE ESTATES"
17_1892,17,FURNESS,1892,"Yukon Jack",50mL,50,3960.00,"DIAGEO NORTH AMERICA INC"
17_19270,17,FURNESS,19270,"Veuve Clicquot Brut Yellow",375mL,375,8112.00,"MOET HENNESSY USA INC"
17_19376,17,FURNESS,19376,"The Naked Grape Pnt Grigio",3L,3000,3252.00,"E & J GALLO WINERY"
17_1955,17,FURNESS,1955,"Jack Daniels Tennessee Honey",375mL,375,1128.00,"BROWN-FORMAN CORP"
17_1962,17,FURNESS,1962,"Jim Beam Apple",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_19748,17,FURNESS,19748,"Clos du Bois Chard",1.5L,1500,1392.00,"CONSTELLATION BRANDS INC"
17_19848,17,FURNESS,19848,"Carnivor Cab Svgn",750mL,750,3252.00,"E & J GALLO WINERY"
17_2015,17,FURNESS,2015,"Jack Daniels Tennessee Honey",750mL,750,1128.00,"BROWN-FORMAN CORP"
17_2026,17,FURNESS,2026,"Camarena Silver Tequila",750mL,750,3252.00,"E & J GALLO WINERY"
17_20357,17,FURNESS,20357,"Apothic Dark",750mL,750,3252.00,"E & J GALLO WINERY"
17_2037,17,FURNESS,2037,"Jim Beam Honey",50mL,50,12546.00,"JIM BEAM BRANDS COMPANY"
17_20395,17,FURNESS,20395,"Antico Colle Rosso di Montep",750mL,750,7255.00,"PSP WINES"
17_20398,17,FURNESS,20398,"I Lauri Bajo Montepul d'Abru",750mL,750,7255.00,"PSP WINES"
17_2062,17,FURNESS,2062,"Woodford Reserve Bourbon",1.75L,1750,1128.00,"BROWN-FORMAN CORP"
17_20791,17,FURNESS,20791,"Belle Ambiance Pnt Grigio",750mL,750,2242.00,"DELICATO VINEYARDS INC"
17_2085,17,FURNESS,2085,"Jesse James America's Outlaw",750mL,750,653.00,"STATE WINE & SPIRITS"
17_2100,17,FURNESS,2100,"Canadian Regal",1.75L,1750,9552.00,"M S WALKER INC"
17_21019,17,FURNESS,21019,"Black Box Pnt Nr",3L,3000,1392.00,"CONSTELLATION BRANDS INC"
17_2105,17,FURNESS,2105,"Black Velvet Toasted Caramel",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_2114,17,FURNESS,2114,"Black Velvet Canadian Whisky",1.75L,1750,1392.00,"CONSTELLATION BRANDS INC"
17_2117,17,FURNESS,2117,"Black Velvet Traveler",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_2120,17,FURNESS,2120,"Canadian Club",1.75L,1750,12546.00,"JIM BEAM BRANDS COMPANY"
17_21208,17,FURNESS,21208,"Kendall Jackson Grand Rsv Ch",750mL,750,10000.00,"MAJESTIC FINE WINES"
17_2122,17,FURNESS,2122,"Canadian Club 1858",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_2143,17,FURNESS,2143,"Canadian Mist",1.75L,1750,1128.00,"BROWN-FORMAN CORP"
17_2148,17,FURNESS,2148,"Canadian Mist Traveler",750mL,750,1128.00,"BROWN-FORMAN CORP"
17_2152,17,FURNESS,2152,"New Amsterdam Gin",750mL,750,3252.00,"E & J GALLO WINERY"
17_2155,17,FURNESS,2155,"McClelland Islay Single Malt",1.75L,1750,12546.00,"JIM BEAM BRANDS COMPANY"
17_2161,17,FURNESS,2161,"Canadian Club Classic",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_2164,17,FURNESS,2164,"New Amsterdam Gin",1.75L,1750,3252.00,"E & J GALLO WINERY"
17_2183,17,FURNESS,2183,"McClelland Highland Single",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_21951,17,FURNESS,21951,"Ruffino Aziano Chianti Clsc",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_21985,17,FURNESS,21985,"Menage a Trois Midnight",750mL,750,8892.00,"TRINCHERO FAMILY ESTATES"
17_22079,17,FURNESS,22079,"C Y Toro Casa Diblo Cab Svgn",750mL,750,516.00,"BANFI PRODUCTS CORP"
17_22143,17,FURNESS,22143,"Simi Cab Svgn",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_2237,17,FURNESS,2237,"Edradour 10 Yr Single Malt",750mL,750,9552.00,"M S WALKER INC"
17_2280,17,FURNESS,2280,"The Botanist Islay Dry Gin",750mL,750,7239.00,"REMY COINTREAU USA INC"
17_2287,17,FURNESS,2287,"Johnnie Walker Double Black",750mL,750,3960.00,"DIAGEO NORTH AMERICA INC"
17_22899,17,FURNESS,22899,"Simi Svgn Bl",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_2290,17,FURNESS,2290,"Jim Beam Devils Cut Bourbon",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_23212,17,FURNESS,23212,"The Dreaming Tree Pnt Nr CA",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_23230,17,FURNESS,23230,"High Valley Svgn Bl 13 Lake",750mL,750,2000.00,"SOUTHERN WINE & SPIRITS NE"
17_23273,17,FURNESS,23273,"Apothic Crush",750mL,750,3252.00,"E & J GALLO WINERY"
17_23406,17,FURNESS,23406,"The Naked Grape Box Merlot",3L,3000,3252.00,"E & J GALLO WINERY"
17_23712,17,FURNESS,23712,"Bell'Agio Chianti Flask",750mL,750,516.00,"BANFI PRODUCTS CORP"
17_2373,17,FURNESS,2373,"Jim Beam Maple",750mL,750,12546.00,"JIM BEAM BRANDS COMPANY"
17_23764,17,FURNESS,23764,"Cashmore Black Opal Shiraz",750mL,750,9819.00,"TREASURY WINE ESTATES"
17_24094,17,FURNESS,24094,"Gallo Copperidge Cab Svgn",1.5L,1500,3252.00,"E & J GALLO WINERY"
17_2418,17,FURNESS,2418,"Crown Royal Regal Apple",750mL,750,3960.00,"DIAGEO NORTH AMERICA INC"
17_24188,17,FURNESS,24188,"St Francis Cab Svgn Sonoma",750mL,750,4692.00,"KOBRAND CORPORATION"
17_2432,17,FURNESS,2432,"Crown Royal",750mL,750,3960.00,"DIAGEO NORTH AMERICA INC"
17_24325,17,FURNESS,24325,"La Crema Chard Sonoma Cst",750mL,750,10000.00,"MAJESTIC FINE WINES"
17_24327,17,FURNESS,24327,"La Crema Pnt Nr Sonoma Cst",750mL,750,10000.00,"MAJESTIC FINE WINES"
17_2435,17,FURNESS,2435,"Crown Royal RSV",750mL,750,3960.00,"DIAGEO NORTH AMERICA INC"
17_2436,17,FURNESS,2436,"Crown Royal",375mL,375,3960.00,"DIAGEO NORTH AMERICA INC"
17_2443,17,FURNESS,2443,"Seagrams VO",1.75L,1750,3960.00,"DIAGEO NORTH AMERICA INC"
17_2445,17,FURNESS,2445,"Seagrams VO",750mL,750,3960.00,"DIAGEO NORTH AMERICA INC"
17_24455,17,FURNESS,24455,"Franciscan Cab Svgn Napa",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_24456,17,FURNESS,24456,"Franciscan Est Chard Napa",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_24592,17,FURNESS,24592,"Vendange Cab Svgn",1.5L,1500,1392.00,"CONSTELLATION BRANDS INC"
17_24612,17,FURNESS,24612,"Estancia Pnt Nr Monterey",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_2465,17,FURNESS,2465,"Crown Royal Mini",50mL,50,3960.00,"DIAGEO NORTH AMERICA INC"
17_2466,17,FURNESS,2466,"Crown Royal Maple Whisky",1.75L,1750,3960.00,"DIAGEO NORTH AMERICA INC"
17_2476,17,FURNESS,2476,"Crown Royal Maple Whisky",750mL,750,3960.00,"DIAGEO NORTH AMERICA INC"
17_24882,17,FURNESS,24882,"Boones Strawberry Hill",750mL,750,3252.00,"E & J GALLO WINERY"
17_2494,17,FURNESS,2494,"Crown Royal Regal Apple",1.75L,1750,3960.00,"DIAGEO NORTH AMERICA INC"
17_2496,17,FURNESS,2496,"Crown Royal Black",1.75L,1750,3960.00,"DIAGEO NORTH AMERICA INC"
17_2499,17,FURNESS,2499,"Crown Royal Black",750mL,750,3960.00,"DIAGEO NORTH AMERICA INC"
17_2508,17,FURNESS,2508,"Crown Royal No Harvest Rye",50mL,50,3960.00,"DIAGEO NORTH AMERICA INC"
17_25269,17,FURNESS,25269,"R Mondavi Cab Svgn Pvt Sel",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_2531,17,FURNESS,2531,"WhistlePig 10 Yr Old Rye",750mL,750,10754.00,"PERFECTA WINES"
17_254,17,FURNESS,254,"DeKuyper Root Beer Schnapps",Liter,1000,12546.00,"JIM BEAM BRANDS COMPANY"
17_26092,17,FURNESS,26092,"Blackstone Merlot Cal",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_26143,17,FURNESS,26143,"R Mondavi Pvt Sel Svgn Bl",750mL,750,1392.00,"CONSTELLATION BRANDS INC"
17_26250,17,FURNESS,26250,"Roederer Est Brut",750mL,750,2000.00,"SOUTHERN WINE & SPIRITS NE"
17_26285,17,FURNESS,26285,"Moet & Chandon Imperial",1.5L,1500,8112.00,"MOET HENNESSY USA INC"
17_26392,17,FURNESS,26392,"Pepperwood Grove Pnt Nr",750mL,750,9552.00,"M S WALKER INC"
